LUGAR_RESIDENCIA#es,LUGAR_RESIDENCIA_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,GRUPO_EDAD#es,GRUPO_EDAD_CODE,CAUSA_BASICA_DEFUNCION#es,CAUSA_BASICA_DEFUNCION_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es
Canarias,ES70,2009,2009,Mujeres,F,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2009,2009,Hombres,M,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2009,2009,Total,_T,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,11,,,
Canarias,ES70,2010,2010,Mujeres,F,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Hombres,M,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2010,2010,Total,_T,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2010,2010,Mujeres,F,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Hombres,M,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Total,_T,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Mujeres,F,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Hombres,M,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,13,,,
Canarias,ES70,2010,2010,Total,_T,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,14,,,
Canarias,ES70,2010,2010,Mujeres,F,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2010,2010,Hombres,M,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2010,2010,Total,_T,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,10,,,
Canarias,ES70,2010,2010,Mujeres,F,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2010,2010,Hombres,M,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2010,2010,Total,_T,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2010,2010,Mujeres,F,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2010,2010,Hombres,M,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,12,,,
Canarias,ES70,2010,2010,Total,_T,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,14,,,
Canarias,ES70,2010,2010,Mujeres,F,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2010,2010,Hombres,M,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2010,2010,Total,_T,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,7,,,
Canarias,ES70,2010,2010,Mujeres,F,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Hombres,M,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Total,_T,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2010,2010,Mujeres,F,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2010,2010,Hombres,M,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2010,2010,Total,_T,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2010,2010,Mujeres,F,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2010,2010,Hombres,M,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,14,,,
Canarias,ES70,2010,2010,Total,_T,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,17,,,
Canarias,ES70,2010,2010,Mujeres,F,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Hombres,M,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,15,,,
Canarias,ES70,2010,2010,Total,_T,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,16,,,
Canarias,ES70,2010,2010,Mujeres,F,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Hombres,M,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Total,_T,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Mujeres,F,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Hombres,M,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,12,,,
Canarias,ES70,2010,2010,Total,_T,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,13,,,
Canarias,ES70,2010,2010,Mujeres,F,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2010,2010,Hombres,M,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2010,2010,Total,_T,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,7,,,
Canarias,ES70,2010,2010,Mujeres,F,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Hombres,M,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Total,_T,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Mujeres,F,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2010,2010,Hombres,M,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2010,2010,Total,_T,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,11,,,
Canarias,ES70,2010,2010,Mujeres,F,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2010,2010,Hombres,M,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2010,2010,Total,_T,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2010,2010,Mujeres,F,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,30,,,
Canarias,ES70,2010,2010,Hombres,M,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,126,,,
Canarias,ES70,2010,2010,Total,_T,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,156,,,
Canarias,ES70,2010,2010,Mujeres,F,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2010,2010,Hombres,M,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,18,,,
Canarias,ES70,2010,2010,Total,_T,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,22,,,
Canarias,ES70,2011,2011,Mujeres,F,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Hombres,M,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2011,2011,Total,_T,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2011,2011,Mujeres,F,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2011,2011,Hombres,M,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2011,2011,Total,_T,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Mujeres,F,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Hombres,M,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2011,2011,Total,_T,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,11,,,
Canarias,ES70,2011,2011,Mujeres,F,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Hombres,M,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2011,2011,Total,_T,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2011,2011,Mujeres,F,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2011,2011,Hombres,M,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2011,2011,Total,_T,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2011,2011,Mujeres,F,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2011,2011,Hombres,M,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,9,,,
Canarias,ES70,2011,2011,Total,_T,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,13,,,
Canarias,ES70,2011,2011,Mujeres,F,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Hombres,M,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Total,_T,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Mujeres,F,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2011,2011,Hombres,M,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2011,2011,Total,_T,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Mujeres,F,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2011,2011,Hombres,M,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2011,2011,Total,_T,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2011,2011,Mujeres,F,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2011,2011,Hombres,M,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,14,,,
Canarias,ES70,2011,2011,Total,_T,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,18,,,
Canarias,ES70,2011,2011,Mujeres,F,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2011,2011,Hombres,M,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2011,2011,Total,_T,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,10,,,
Canarias,ES70,2011,2011,Mujeres,F,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Hombres,M,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Total,_T,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Mujeres,F,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2011,2011,Hombres,M,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2011,2011,Total,_T,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2011,2011,Mujeres,F,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Hombres,M,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2011,2011,Total,_T,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2011,2011,Mujeres,F,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Hombres,M,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Total,_T,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Mujeres,F,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2011,2011,Hombres,M,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,12,,,
Canarias,ES70,2011,2011,Total,_T,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,17,,,
Canarias,ES70,2011,2011,Mujeres,F,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2011,2011,Hombres,M,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2011,2011,Total,_T,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2011,2011,Mujeres,F,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,35,,,
Canarias,ES70,2011,2011,Hombres,M,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,107,,,
Canarias,ES70,2011,2011,Total,_T,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,142,,,
Canarias,ES70,2011,2011,Mujeres,F,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2011,2011,Hombres,M,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,18,,,
Canarias,ES70,2011,2011,Total,_T,De 40 a 44 años,Y40T44,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,23,,,
Canarias,ES70,2012,2012,Mujeres,F,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2012,2012,Hombres,M,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,11,,,
Canarias,ES70,2012,2012,Total,_T,De 75 a 79 años,Y75T79,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,14,,,
Canarias,ES70,2012,2012,Mujeres,F,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Hombres,M,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Total,_T,De 15 a 19 años,Y15T19,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Mujeres,F,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2012,2012,Hombres,M,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,8,,,
Canarias,ES70,2012,2012,Total,_T,De 60 a 64 años,Y60T64,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,10,,,
Canarias,ES70,2012,2012,Mujeres,F,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,5,,,
Canarias,ES70,2012,2012,Hombres,M,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2012,2012,Total,_T,De 65 a 69 años,Y65T69,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,11,,,
Canarias,ES70,2012,2012,Mujeres,F,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Hombres,M,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,10,,,
Canarias,ES70,2012,2012,Total,_T,De 25 a 29 años,Y25T29,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,11,,,
Canarias,ES70,2012,2012,Mujeres,F,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2012,2012,Hombres,M,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,18,,,
Canarias,ES70,2012,2012,Total,_T,De 50 a 54 años,Y50T54,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,24,,,
Canarias,ES70,2012,2012,Mujeres,F,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Hombres,M,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2012,2012,Total,_T,De 20 a 24 años,Y20T24,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,6,,,
Canarias,ES70,2012,2012,Mujeres,F,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Hombres,M,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2012,2012,Total,_T,De 85 a 89 años,Y85T89,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2012,2012,Mujeres,F,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2012,2012,Hombres,M,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,7,,,
Canarias,ES70,2012,2012,Total,_T,De 70 a 74 años,Y70T74,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,9,,,
Canarias,ES70,2012,2012,Mujeres,F,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2012,2012,Hombres,M,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,17,,,
Canarias,ES70,2012,2012,Total,_T,De 45 a 49 años,Y45T49,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,19,,,
Canarias,ES70,2012,2012,Mujeres,F,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2012,2012,Hombres,M,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,17,,,
Canarias,ES70,2012,2012,Total,_T,De 30 a 34 años,Y30T34,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,21,,,
Canarias,ES70,2012,2012,Mujeres,F,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Hombres,M,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Total,_T,Menor de 15 años,Y_LT15,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Mujeres,F,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,2,,,
Canarias,ES70,2012,2012,Hombres,M,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,10,,,
Canarias,ES70,2012,2012,Total,_T,De 55 a 59 años,Y55T59,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,12,,,
Canarias,ES70,2012,2012,Mujeres,F,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,1,,,
Canarias,ES70,2012,2012,Hombres,M,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,3,,,
Canarias,ES70,2012,2012,Total,_T,De 80 a 84 años,Y80T84,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,4,,,
Canarias,ES70,2012,2012,Mujeres,F,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Hombres,M,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Total,_T,95 años o más,Y_GE95,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Mujeres,F,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Hombres,M,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,18,,,
Canarias,ES70,2012,2012,Total,_T,De 35 a 39 años,Y35T39,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,18,,,
Canarias,ES70,2012,2012,Mujeres,F,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Hombres,M,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Total,_T,De 90 a 94 años,Y90T94,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,0,,,
Canarias,ES70,2012,2012,Mujeres,F,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,36,,,
Canarias,ES70,2012,2012,Hombres,M,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,153,,,
Canarias,ES70,2012,2012,Total,_T,Total,_T,098. Suicidio y lesiones autoinfligidas,098,Defunciones,DEFUNCIONES,189,,,
